last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Eovaldi, Nathan,543135,BOS,SL,Slider,-0.7,-3,402,13.7,109,0.269,0.433,0.335,35.1,23.9,22.6,0.207,0.311,0.244,32.1
Javier, Cristian,664299,HOU,SL,Slider,-2.1,-10,483,27,109,0.089,0.198,0.164,49,50.5,30.4,0.098,0.175,0.152,17
Clarke, Taylor,664199,ARI,FF,4-Seamer,1.6,7,403,53.4,109,0.38,0.61,0.449,16.3,16.5,13.3,0.313,0.516,0.375,50.6
Duffey, Tyler,608648,MIN,FF,4-Seamer,-1.2,-5,469,44.5,109,0.253,0.374,0.339,19.7,22,17.5,0.22,0.384,0.325,45.6
Gant, John,607231,MIN,CH,Changeup,1,5,444,22.5,109,0.217,0.413,0.335,37,21.1,15,0.231,0.329,0.312,32.9
Hand, Brad,543272,NYM,SL,Slider,-0.6,-3,458,42.6,109,0.184,0.286,0.237,27.9,29.4,23,0.192,0.31,0.25,24.6
Kluber, Corey,446372,NYY,CUKC,Curveball,-0.7,-3,393,29.4,109,0.186,0.289,0.255,39.1,36.7,25.5,0.209,0.32,0.267,20.3
Allen, Logan,663531,CLE,FF,4-Seamer,2.5,9,368,42.1,109,0.326,0.611,0.432,11.3,12.8,13.9,0.347,0.647,0.45,53
Hernandez, Elieser,622694,MIA,FF,4-Seamer,1.9,8,421,51.5,109,0.354,0.697,0.466,15.6,15.6,12.6,0.303,0.594,0.397,53.6
Loup, Aaron,571901,NYM,SIFT,Sinker,-2.9,-12,432,51.9,109,0.188,0.26,0.253,20.3,27.5,26.3,0.214,0.305,0.271,35.3
Toussaint, Touki,657053,ATL,SIFT,Sinker,0.4,2,396,48.3,109,0.283,0.543,0.392,12.1,11,15.8,0.325,0.59,0.425,54.2
Dunn, Justin,643290,SEA,FF,4-Seamer,0.5,2,450,51.7,108,0.232,0.476,0.394,20.7,12,15.3,0.267,0.538,0.425,46.4
Luzardo, Jesús,666200,MIA,SIFT,Sinker,1.7,8,448,25.9,108,0.337,0.607,0.435,16.1,9.3,11.5,0.318,0.552,0.413,44.6
Chafin, Andrew,605177,OAK,SIFT,Sinker,-1.5,-6,429,45.3,108,0.265,0.327,0.303,15.6,8.3,13.8,0.27,0.392,0.323,30
Brogdon, Connor,641401,PHI,CH,Changeup,-2,-7,329,35.6,108,0.167,0.275,0.221,33.3,25,19,0.177,0.253,0.202,22.1
Feyereisen, J.P.,656420,TB,FF,4-Seamer,-1.8,-9,508,51.5,108,0.167,0.286,0.307,28.3,17.6,14.8,0.191,0.397,0.339,44.8
Sawamura, Hirokazu,617228,BOS,FF,4-Seamer,-0.3,-1,430,45.5,107,0.247,0.584,0.406,19.3,15.9,20.5,0.269,0.556,0.404,47.9
Guerra, Deolis,500610,OAK,FF,4-Seamer,0.8,3,400,36.8,107,0.281,0.469,0.357,14.3,18.7,18.9,0.225,0.419,0.31,42.9
Mejía, J.C.,650496,CLE,SIFT,Sinker,1.4,6,411,41.9,107,0.366,0.624,0.456,14.7,9.3,13.5,0.362,0.591,0.442,54.8
Burnes, Corbin,669203,MIL,CUKC,Curveball,-2.3,-11,474,18.3,107,0.069,0.119,0.121,50.3,50.5,33.1,0.11,0.152,0.152,17
McFarland, T.J.,519008,STL,SIFT,Sinker,-2.2,-8,351,68.6,107,0.243,0.379,0.283,12.4,15,19.5,0.263,0.4,0.301,47.1
Neris, Héctor,593576,PHI,FF,4-Seamer,1.2,6,459,36.9,107,0.239,0.511,0.376,32.6,35.5,24.7,0.194,0.422,0.318,53.7
Taillon, Jameson,592791,NYY,CUKC,Curveball,1.7,8,451,19,107,0.26,0.375,0.321,29.1,30.8,20,0.233,0.315,0.286,45.3
Garrett, Amir,607237,CIN,SL,Slider,0.5,2,423,51.1,106,0.212,0.343,0.277,47.8,45.3,32,0.178,0.305,0.238,41.2
Freeland, Kyle,607536,COL,SL,Slider,0.7,3,429,22.7,106,0.289,0.515,0.362,22.2,18.9,16,0.22,0.365,0.276,29.1
Thompson, Keegan,624522,CHC,FF,4-Seamer,-0.8,-4,459,47.5,106,0.274,0.452,0.394,16.8,15.1,16.3,0.278,0.474,0.393,41.4
Cimber, Adam,643256,TOR,SIFT,Sinker,-1.3,-5,362,35.4,106,0.293,0.333,0.305,9.4,4.7,11.1,0.269,0.354,0.301,40
Santana, Dennis,642701,TEX,SIFT,Sinker,-0.4,-2,385,42.4,106,0.253,0.299,0.326,16.3,5.7,13.3,0.363,0.539,0.444,50.6
Lamet, Dinelson,659275,SD,SL,Slider,-2,-8,421,50.6,106,0.158,0.297,0.219,42.5,41.5,27.8,0.151,0.278,0.206,31.6
Luzardo, Jesús,666200,MIA,FF,4-Seamer,2.8,12,432,25,106,0.348,0.674,0.467,19.9,17,14.1,0.313,0.606,0.423,48.7
Garrett, Amir,607237,CIN,FF,4-Seamer,1.6,6,404,48.8,105,0.291,0.57,0.43,14.7,12.4,15.9,0.296,0.524,0.409,51.4
Barría, Jaime,642545,LAA,FF,4-Seamer,0.5,1,321,35,105,0.303,0.424,0.347,13.8,15.2,13.6,0.315,0.479,0.36,56.6
Givens, Mychal,571710,CIN,FF,4-Seamer,0.4,2,408,46.7,105,0.293,0.489,0.373,29.7,33.3,25.2,0.225,0.362,0.3,29.3
Bradley, Archie,605151,PHI,FF,4-Seamer,-0.8,-3,431,46.8,105,0.237,0.473,0.352,18.1,26.7,18.7,0.222,0.423,0.319,46.2
Skubal, Tarik,669373,DET,SIFT,Sinker,-1.9,-6,328,12.9,105,0.216,0.433,0.299,15.3,12.4,18.6,0.31,0.592,0.398,48.2
Reyes, Alex,621052,STL,FF,4-Seamer,-0.9,-4,385,30.8,105,0.207,0.293,0.325,23.2,18.1,17.3,0.22,0.377,0.344,35.9
Santillan, Tony,663574,CIN,FF,4-Seamer,-0.1,0,360,47.3,105,0.241,0.53,0.378,22.1,21,22.4,0.216,0.413,0.343,38.5
Soto, Gregory,642397,DET,SL,Slider,-2.6,-11,425,37.6,104,0.138,0.223,0.216,43,33.7,24.3,0.176,0.273,0.243,37.3
Germán, Domingo,593334,NYY,CH,Changeup,-1.4,-5,355,22.5,104,0.198,0.354,0.277,31.6,26,28.7,0.211,0.353,0.284,26.1
Flaherty, Jack,656427,STL,SL,Slider,-0.1,0,383,28.3,104,0.215,0.366,0.306,40.5,29.8,23.3,0.241,0.481,0.346,36.5
Pressly, Ryan,519151,HOU,FF,4-Seamer,-0.3,-1,378,39.5,104,0.255,0.372,0.322,18.6,22.1,20.5,0.229,0.408,0.31,39.4
Odorizzi, Jake,543606,HOU,FS,Splitter,1.1,5,406,22,103,0.266,0.457,0.351,20.9,16.5,11.2,0.28,0.432,0.34,40.3
Wendelken, J.B.,605525,ARI,FF,4-Seamer,-0.7,-3,378,50.5,103,0.239,0.352,0.332,22.1,22.3,19.8,0.275,0.491,0.38,33.8
Kintzler, Brandon,445213,PHI,SIFT,Sinker,2,8,380,74.5,103,0.368,0.611,0.456,12.1,16.5,18.5,0.316,0.533,0.388,53.2
Canning, Griffin,656288,LAA,FF,4-Seamer,1.8,8,441,40.8,103,0.256,0.581,0.419,20.7,17.5,17,0.275,0.562,0.408,52.9
Zimmer, Kyle,622092,KC,FF,4-Seamer,0.9,4,471,50.4,103,0.3,0.412,0.388,16.6,12.6,12.3,0.257,0.377,0.366,40.6
Barlow, Scott,605130,KC,FF,4-Seamer,-0.1,0,405,33.1,103,0.275,0.396,0.338,16.8,11.7,15.8,0.285,0.483,0.37,49.4
Bard, Daniel,453268,COL,FF,4-Seamer,0.6,3,424,34.8,103,0.337,0.518,0.433,23.4,21.4,16.9,0.258,0.418,0.368,44.3
Maeda, Kenta,628317,MIN,FF,4-Seamer,0.2,1,460,25.9,103,0.297,0.549,0.396,23.2,27.2,23.3,0.27,0.539,0.377,48.4
Dunning, Dane,641540,TEX,SL,Slider,1,4,411,21.5,103,0.24,0.42,0.302,38,43.7,22.5,0.194,0.332,0.238,36.4
López, Jorge,605347,BAL,CUKC,Curveball,1.1,6,513,23.7,103,0.302,0.49,0.357,22.5,20.4,14.7,0.284,0.45,0.336,47.4
Sawamura, Hirokazu,617228,BOS,FS,Splitter,-0.8,-3,371,39.3,103,0.202,0.245,0.267,46.7,40.8,30,0.155,0.199,0.203,34.6
Kelly, Merrill,518876,ARI,FC,Cutter,-1.5,-5,333,13.7,103,0.227,0.351,0.275,16.5,24.3,25.3,0.247,0.333,0.277,22.2
Stammen, Craig,489334,SD,CUKC,Curveball,0.2,1,386,29.5,102,0.22,0.35,0.263,36.9,33.3,22.7,0.216,0.348,0.251,25.4
Reyes, Alex,621052,STL,SL,Slider,-3.7,-13,350,28,102,0.089,0.222,0.196,55.8,56.9,43,0.097,0.202,0.192,28.1
Treinen, Blake,595014,LAD,SL,Slider,-3.6,-14,384,35.1,102,0.074,0.074,0.103,45.8,55.9,29.2,0.113,0.141,0.145,7.7
Kay, Anthony,641743,TOR,FF,4-Seamer,1.1,4,379,58.4,102,0.31,0.54,0.412,20.5,21.6,18.2,0.274,0.461,0.369,30.8
Dolis, Rafael,503569,TOR,SIFT,Sinker,0.8,3,393,65,102,0.256,0.341,0.357,16.2,16.7,24.3,0.26,0.38,0.353,33.3
Foster, Matt,641582,CWS,FF,4-Seamer,-0.6,-3,463,63.5,102,0.233,0.326,0.327,22.9,23.5,19.7,0.275,0.476,0.37,54.7
Manaea, Sean,640455,OAK,CUKC,Curveball,0.6,3,465,15.6,102,0.213,0.394,0.309,28,30.4,18.7,0.223,0.378,0.292,30.2
Flexen, Chris,623167,SEA,CUKC,Curveball,0.1,0,430,15.3,102,0.29,0.41,0.312,22.9,13.7,13,0.296,0.436,0.322,41.9
Fleming, Josh,676596,TB,CH,Changeup,1.1,4,359,22,102,0.242,0.333,0.281,20.1,15.7,10.9,0.261,0.399,0.296,38.6
Lauer, Eric,641778,MIL,FC,Cutter,-0.6,-2,357,18.3,101,0.256,0.467,0.355,22.4,13.9,20.3,0.253,0.457,0.337,37.7
Lynch, Daniel,663738,KC,SL,Slider,0.1,0,367,29.2,101,0.188,0.247,0.28,41.8,35.6,23.4,0.201,0.329,0.301,42.9
Fairbanks, Pete,664126,TB,SL,Slider,0.4,1,326,42.1,101,0.278,0.378,0.331,29.7,31.7,27.1,0.205,0.296,0.268,32.8
Gray, Sonny,543243,CIN,CUKC,Curveball,-0.4,-2,512,23,101,0.25,0.385,0.295,30.5,27.7,24.6,0.239,0.332,0.268,38.2
Leone, Dominic,608678,SF,FF,4-Seamer,-0.9,-4,403,47.4,101,0.25,0.393,0.33,22.8,19.8,16.1,0.275,0.501,0.378,55.9
Walker, Taijuan,592836,NYM,FS,Splitter,0.5,2,361,14.2,101,0.258,0.484,0.345,26.8,20.8,18.1,0.272,0.494,0.355,38.9
Coonrod, Sam,656322,PHI,SIFT,Sinker,0.4,1,383,53.8,101,0.299,0.471,0.385,13.2,8.9,14.3,0.262,0.401,0.339,26.6
Fry, Paul,643316,BAL,SL,Slider,1,4,392,45,101,0.181,0.277,0.287,32.7,32.7,24.6,0.199,0.294,0.298,36
Crowe, Wil,640444,PIT,CH,Changeup,-1.1,-4,393,18.1,101,0.261,0.457,0.34,36.6,25.7,22.2,0.245,0.417,0.318,33.3
Rainey, Tanner,663432,WSH,FF,4-Seamer,2,8,430,64.7,101,0.253,0.57,0.413,28.1,20.8,15.3,0.248,0.566,0.409,55.9
Lucchesi, Joey,664192,NYM,SIFT,Sinker,-0.1,0,388,60.1,100,0.247,0.471,0.348,18.4,21,20.8,0.228,0.414,0.324,40.3
Thompson, Mason,666168,WSH,SIFT,Sinker,1.7,6,344,81.1,100,0.318,0.482,0.414,13.6,14,28,0.266,0.395,0.342,40.3
Akin, Keegan,669211,BAL,CH,Changeup,2.8,9,344,19.5,100,0.333,0.494,0.405,29.1,16,17.6,0.248,0.425,0.334,38.9
Alcala, Jorge,660896,MIN,SL,Slider,-2.4,-9,354,40.7,100,0.181,0.277,0.223,31.9,31,25.8,0.198,0.31,0.245,32.8
Buehler, Walker,621111,LAD,CUKC,Curveball,-1.1,-4,416,13.2,100,0.175,0.299,0.218,35.4,43,28.3,0.193,0.318,0.233,45.5
De Jong, Chase,608328,PIT,FF,4-Seamer,1.5,6,379,48.9,100,0.289,0.667,0.425,16.5,18,15.9,0.315,0.706,0.449,53.4
Gibson, Kyle,502043,PHI,CH,Changeup,0.3,1,384,13.3,100,0.202,0.372,0.271,26.6,17,14.5,0.257,0.381,0.3,40.3
Stephenson, Robert,596112,COL,FF,4-Seamer,0.7,3,379,49.4,100,0.307,0.534,0.407,16.8,14,15.7,0.278,0.477,0.358,40.8
Brothers, Rex,571521,CHC,SL,Slider,-0.3,-1,344,34.5,100,0.13,0.261,0.194,55.2,53,29.9,0.147,0.261,0.203,26.8
Freeland, Kyle,607536,COL,SIFT,Sinker,2.8,8,288,15.3,99,0.364,0.659,0.464,9,15.2,18.8,0.304,0.581,0.411,42.5
Civale, Aaron,650644,CLE,FF,4-Seamer,1.4,6,429,22.5,98,0.278,0.6,0.394,15.3,14.3,10.8,0.319,0.621,0.42,48.7
Cease, Dylan,656302,CWS,CUKC,Curveball,0.1,1,449,15.2,98,0.2,0.326,0.24,40.5,48,28.5,0.152,0.262,0.2,38.8
Sulser, Cole,642121,BAL,FF,4-Seamer,0.2,1,547,51.1,98,0.279,0.5,0.376,28.7,26.5,18.2,0.227,0.454,0.335,58.3
Andriese, Matt,542882,SEA,FF,4-Seamer,1.1,4,375,43.9,98,0.326,0.581,0.407,23.8,25.5,20.2,0.277,0.522,0.36,45.3
Bieber, Shane,669456,CLE,SL,Slider,-2,-8,398,25.5,98,0.181,0.266,0.223,45.5,31.6,24.8,0.188,0.297,0.227,39.7
Castillo, Luis,622491,CIN,SL,Slider,-1.3,-7,550,17.4,98,0.17,0.309,0.223,41.4,32.7,24.8,0.208,0.315,0.244,37.1
Guerra, Deolis,500610,OAK,CH,Changeup,-0.4,-1,336,30.9,97,0.241,0.391,0.308,39.7,29.9,21.8,0.193,0.306,0.256,27.1
Iglesias, Raisel,628452,LAA,FF,4-Seamer,-1.7,-6,369,34.8,97,0.216,0.432,0.286,31.1,36.1,27.6,0.197,0.387,0.266,45.6
Price, David,456034,LAD,CH,Changeup,1.9,6,295,25,97,0.293,0.457,0.362,21.7,16.5,15.2,0.284,0.412,0.319,36.4
Howard, Sam,607572,PIT,SL,Slider,-0.7,-3,466,55.1,97,0.19,0.274,0.256,40.8,25.8,18.5,0.182,0.258,0.251,21.3
García, Yimi,554340,HOU,FF,4-Seamer,-0.6,-2,371,39.3,97,0.222,0.478,0.315,26.8,33,20.9,0.257,0.533,0.349,42.4
Fulmer, Michael,605242,DET,SIFT,Sinker,0.3,1,334,28.2,97,0.295,0.511,0.377,17.3,18.6,23.4,0.274,0.47,0.352,44.3
Howard, Sam,607572,PIT,FF,4-Seamer,0.6,2,366,43.3,97,0.216,0.486,0.382,34,35.1,26.2,0.193,0.408,0.362,46.3
Mayers, Mike,594577,LAA,SL,Slider,-1.4,-5,391,31.6,96,0.218,0.322,0.275,33.7,22.9,19.8,0.233,0.327,0.276,40.3
Ruiz, José,614179,CWS,CUKC,Curveball,0.9,3,370,35.7,96,0.191,0.292,0.268,29.8,34.4,25,0.21,0.27,0.242,45.6
Smith, Drew,622098,NYM,FF,4-Seamer,-2.9,-10,343,56.2,96,0.176,0.341,0.266,20.7,21.9,20.6,0.233,0.429,0.325,46.2
Kaprielian, James,621076,OAK,SL,Slider,-0.7,-3,353,17.4,96,0.225,0.36,0.279,34.1,28.1,21.6,0.221,0.364,0.272,36.9
Keller, Kyle,664918,PIT,FF,4-Seamer,2,7,364,55.7,96,0.244,0.462,0.393,12.6,20.8,15.7,0.22,0.412,0.347,37.9
Almonte, Yency,622075,COL,FF,4-Seamer,0.3,1,395,45.4,96,0.263,0.463,0.374,10.9,10.4,13.3,0.284,0.518,0.4,45.7
Lamet, Dinelson,659275,SD,FF,4-Seamer,1.2,4,362,43.5,96,0.36,0.507,0.441,19.6,13.5,15.9,0.307,0.477,0.407,40.6
Gomber, Austin,596295,COL,CH,Changeup,-0.9,-3,360,19.4,96,0.191,0.337,0.259,31.3,17.7,17,0.249,0.379,0.302,29.2
Martínez, Carlos,593372,STL,FF,4-Seamer,0.4,1,352,27.5,96,0.269,0.474,0.381,11.1,9.4,9.3,0.305,0.549,0.426,48.6
Cimber, Adam,643256,TOR,FF,4-Seamer,-0.9,-3,332,32.5,96,0.195,0.276,0.251,27.5,33.3,19,0.201,0.291,0.258,43.6
Urquidy, José,664353,HOU,CH,Changeup,-0.8,-3,297,18.2,96,0.159,0.295,0.244,33.7,26,19.7,0.218,0.344,0.279,27
Rodriguez, Chris,669735,LAA,SIFT,Sinker,-1.5,-5,318,63,96,0.25,0.313,0.322,22.1,19.8,26.8,0.215,0.295,0.301,37.7
Barnes, Matt,598264,BOS,CUKC,Curveball,-2.1,-9,445,48.4,96,0.174,0.228,0.198,41.5,51,32.2,0.169,0.248,0.202,44.2
Gonzales, Marco,594835,SEA,CUKC,Curveball,0.2,1,358,15.4,95,0.241,0.379,0.288,24.1,20,14.5,0.3,0.487,0.357,44.3
Trivino, Lou,642152,OAK,FF,4-Seamer,-2.3,-7,298,25.3,95,0.173,0.296,0.267,29,32.6,23.3,0.216,0.421,0.328,37.3
Patiño, Luis,672715,TB,SL,Slider,-0.3,-1,361,26.4,95,0.195,0.379,0.281,33.3,37.9,22,0.199,0.311,0.259,33.3
Hill, Tim,657612,SD,SIFT,Sinker,-2.1,-7,357,37.1,95,0.264,0.414,0.33,19.1,11.6,14.3,0.262,0.39,0.303,43
Stripling, Ross,548389,TOR,SL,Slider,1.5,5,310,18.4,95,0.306,0.506,0.379,22.6,16.8,16.8,0.283,0.419,0.357,45.1
Plutko, Adam,592644,BAL,FC,Cutter,3.2,11,334,32.9,95,0.306,0.753,0.465,25.2,16.8,20.8,0.28,0.591,0.399,40.6
Staumont, Josh,622251,KC,CUKC,Curveball,-0.4,-1,380,34.7,95,0.154,0.275,0.204,39.2,44.2,25.3,0.179,0.313,0.228,40.8
Chacín, Jhoulys,468504,COL,SIFT,Sinker,0.3,1,338,31.6,95,0.244,0.385,0.352,12.8,7.4,9.1,0.255,0.386,0.349,38.4
Brubaker, JT,664141,PIT,FF,4-Seamer,0.1,1,476,24.5,94,0.241,0.506,0.357,18.1,11.7,10.9,0.261,0.495,0.35,38.7
Shreve, Chasen,592741,PIT,FS,Splitter,0.1,0,345,36.9,94,0.203,0.329,0.313,32.5,27.7,17.2,0.2,0.302,0.294,34
Cortes, Nestor,641482,NYY,FC,Cutter,-1,-4,359,23.6,94,0.271,0.447,0.345,22.6,17,22.5,0.269,0.442,0.341,34.8
Trivino, Lou,642152,OAK,SIFT,Sinker,-0.9,-3,385,32.7,94,0.329,0.405,0.386,12.4,5.3,7.5,0.28,0.444,0.378,34.7
Wells, Alexander,649144,BAL,FF,4-Seamer,1.4,5,383,50.8,94,0.313,0.5,0.394,14.6,16,15,0.286,0.498,0.378,53
Cishek, Steve,518553,LAA,SL,Slider,1,5,484,38.6,94,0.244,0.346,0.336,21.5,23.4,14.6,0.176,0.293,0.278,32.8
Rasmussen, Drew,656876,TB,SL,Slider,-1.6,-6,361,30,94,0.159,0.205,0.188,28.4,29.8,17,0.2,0.278,0.233,41
Luzardo, Jesús,666200,MIA,CH,Changeup,1.9,7,351,20.3,94,0.266,0.506,0.402,35,16,22.1,0.253,0.459,0.361,26.2
Curtiss, John,595928,MIL,FF,4-Seamer,-2.8,-10,350,49.8,94,0.155,0.238,0.218,26.4,26.6,24.3,0.231,0.409,0.309,45
Barría, Jaime,642545,LAA,SL,Slider,0.4,1,338,36.9,94,0.272,0.494,0.387,25.7,16,17,0.243,0.427,0.342,30.3
Rodriguez, Eduardo,593958,BOS,SIFT,Sinker,0.9,3,306,11.2,94,0.264,0.385,0.294,14.3,36.2,20.1,0.218,0.329,0.248,36.8
Gallen, Zac,668678,ARI,CH,Changeup,0.5,2,350,16.7,94,0.232,0.378,0.327,32,22.3,17.2,0.231,0.335,0.303,29.5
Sewald, Paul,623149,SEA,SL,Slider,-0.7,-3,459,41.6,94,0.169,0.371,0.26,43.2,42.6,25.5,0.179,0.377,0.257,38.8
Ureña, José,570632,DET,SL,Slider,0.3,1,389,22.9,93,0.239,0.364,0.276,31.4,32.3,23.4,0.202,0.298,0.239,40.7
Crichton, Stefan,592233,ARI,SIFT,Sinker,1.2,3,272,67.5,93,0.366,0.537,0.422,14.1,10.8,17.5,0.289,0.439,0.374,48.6
Melancon, Mark,453343,SD,CUKC,Curveball,-2.4,-9,363,34.5,93,0.18,0.202,0.185,31,34.4,21.5,0.228,0.312,0.25,34.5
Zimmermann, Bruce,669145,BAL,CH,Changeup,0.6,2,285,25.8,93,0.271,0.494,0.342,27,15.1,21.2,0.285,0.591,0.387,43.8
Mills, Alec,621219,CHC,CH,Changeup,2.5,8,326,16.8,93,0.256,0.349,0.316,36.1,25.8,20.2,0.225,0.312,0.268,32.3
Happ, J.A.,457918,STL,CH,Changeup,2.1,7,323,12.1,93,0.297,0.462,0.326,18.6,11.8,13.8,0.273,0.483,0.333,24.7
Falter, Bailey,663559,PHI,FF,4-Seamer,-1.1,-4,347,62.9,93,0.239,0.352,0.289,20.5,24.7,23.7,0.231,0.332,0.266,35.4
Weaver, Luke,596133,ARI,CH,Changeup,2.5,8,333,30,93,0.267,0.556,0.375,26.8,23.7,16.4,0.257,0.412,0.3,44.1
McClanahan, Shane,663556,TB,CUKC,Curveball,-1.2,-4,321,16.4,93,0.202,0.236,0.216,41.9,36.6,28.6,0.215,0.3,0.252,40
Hendricks, Kyle,543294,CHC,FF,4-Seamer,0.8,4,501,17.8,93,0.312,0.649,0.444,29.9,24.7,23.2,0.28,0.58,0.411,55.4
Oviedo, Johan,670912,STL,SL,Slider,0.1,0,257,23.7,93,0.217,0.41,0.312,43.5,29,23.7,0.237,0.439,0.332,28.6
Bummer, Aaron,607481,CWS,SL,Slider,-2.8,-8,282,29.3,92,0.094,0.094,0.139,52.2,67.4,32.3,0.075,0.087,0.127,21.7
Holland, Greg,518813,KC,FF,4-Seamer,0.7,3,402,40.3,92,0.253,0.506,0.383,19.2,12,13.8,0.306,0.637,0.438,48.5
Diaz, Miguel,622766,SD,CH,Changeup,-0.4,-2,361,51.9,92,0.19,0.417,0.307,23.6,28.3,22.8,0.237,0.437,0.318,39
García, Luis,472610,STL,SIFT,Sinker,-1.9,-6,292,58.3,92,0.212,0.318,0.27,19.3,15.2,19.2,0.27,0.44,0.327,48.6
Hearn, Taylor,621368,TEX,SL,Slider,1,3,345,20,92,0.233,0.512,0.321,30.4,31.5,19.7,0.191,0.394,0.268,32.2
Kopech, Michael,656629,CWS,SL,Slider,-0.4,-1,334,28.9,92,0.193,0.352,0.244,36,42.4,31.7,0.177,0.301,0.226,22
Curtiss, John,595928,MIL,SL,Slider,3.4,12,347,49.4,92,0.33,0.568,0.403,28.1,20.7,16.1,0.267,0.385,0.294,42.9
Woodruff, Brandon,605540,MIL,CH,Changeup,-1.8,-7,400,14.2,92,0.193,0.295,0.232,41,26.1,21.6,0.214,0.342,0.259,21.9
Littell, Zack,641793,SF,SL,Slider,-0.5,-2,369,37.2,91,0.226,0.393,0.303,26.5,12.1,11.7,0.254,0.418,0.314,40.5
Shreve, Chasen,592741,PIT,FF,4-Seamer,-0.4,-2,376,40.2,91,0.26,0.481,0.35,13.6,8.8,9.8,0.233,0.443,0.337,26.4
Newcomb, Sean,656794,ATL,FF,4-Seamer,2.3,9,388,57.7,91,0.308,0.462,0.434,19.7,22,18.2,0.275,0.429,0.411,45.7
Megill, Tylor,656731,NYM,CH,Changeup,0.9,3,325,20.9,91,0.256,0.512,0.349,31.9,20.9,19.4,0.229,0.433,0.314,41.5
Stephan, Trevor,663986,CLE,SL,Slider,0.4,2,389,32.1,91,0.188,0.463,0.331,35.2,30.8,19.2,0.184,0.374,0.29,30.8
Watkins, Spenser,657093,BAL,FC,Cutter,0.3,1,296,30.8,91,0.275,0.45,0.35,19,12.1,13.6,0.288,0.469,0.361,35.7
Lange, Alex,656638,DET,FF,4-Seamer,2.1,6,290,45.4,91,0.312,0.468,0.412,11.4,8.8,11,0.326,0.554,0.422,60.9
Watson, Tony,453265,SF,CH,Changeup,-0.7,-2,288,33.3,90,0.195,0.28,0.251,26.8,7.8,8,0.248,0.411,0.319,25.3
Underwood Jr., Duane,621249,PIT,CH,Changeup,-0.2,-1,321,27.3,90,0.241,0.422,0.317,34.2,31.1,28.9,0.236,0.384,0.296,44.6
Brogdon, Connor,641401,PHI,FF,4-Seamer,0.8,3,414,44.9,90,0.3,0.512,0.383,25.6,22.2,17.9,0.261,0.462,0.346,44.3
Houck, Tanner,656557,BOS,SL,Slider,-1,-4,426,37.1,90,0.159,0.232,0.216,42.4,45.6,25.3,0.144,0.19,0.194,19.5
Cole, Gerrit,543037,NYY,CUKC,Curveball,-0.1,0,465,15.7,90,0.299,0.483,0.348,32.1,25.6,18.7,0.281,0.482,0.336,40.6
Kluber, Corey,446372,NYY,SIFT,Sinker,2.8,9,336,25.1,90,0.333,0.577,0.444,9.6,17.8,16,0.303,0.508,0.394,51.6
Thompson, Zach,605507,MIA,FF,4-Seamer,1.4,4,326,27.3,90,0.311,0.595,0.448,24.8,16.7,14.2,0.257,0.505,0.388,39
Gant, John,607231,MIN,FC,Cutter,-0.7,-3,388,19.6,90,0.211,0.329,0.319,29.1,18.9,16.8,0.252,0.398,0.344,30.5
Kranick, Max,668820,PIT,FF,4-Seamer,2.6,9,327,48.5,90,0.367,0.557,0.44,20.5,16.7,18.5,0.307,0.467,0.378,40.6
Canning, Griffin,656288,LAA,SL,Slider,1.8,5,290,26.9,89,0.253,0.47,0.349,39.4,34.8,26.5,0.206,0.334,0.256,34
Gibson, Kyle,502043,PHI,FF,4-Seamer,0.4,1,366,12.7,89,0.292,0.375,0.362,10.5,10.1,11.4,0.282,0.429,0.376,26.6
Zimmer, Kyle,622092,KC,SL,Slider,0.1,0,344,36.8,89,0.2,0.45,0.32,33,28.1,21.2,0.217,0.48,0.327,35.7
Bundy, Dylan,605164,LAA,SL,Slider,0.1,0,322,21.1,89,0.235,0.494,0.326,36,32.6,23.2,0.231,0.446,0.295,35.1
Mills, Alec,621219,CHC,FF,4-Seamer,1.7,6,333,17.2,89,0.321,0.654,0.44,10.9,9,10,0.313,0.592,0.414,44.4
Almonte, Yency,622075,COL,SL,Slider,2.5,9,357,41,89,0.243,0.446,0.355,41.4,34.8,26.3,0.234,0.387,0.333,26.1
Mayers, Mike,594577,LAA,FC,Cutter,1.1,4,374,30.3,89,0.325,0.494,0.4,22.6,22.5,23.3,0.259,0.463,0.358,43.9
Pressly, Ryan,519151,HOU,SL,Slider,-3.6,-12,342,35.8,89,0.159,0.193,0.155,38.7,34.8,26.1,0.207,0.287,0.214,37.9
Minor, Mike,501985,KC,CUKC,Curveball,1.2,5,411,15.7,89,0.256,0.349,0.291,29.8,36,18.7,0.208,0.305,0.237,42.6
Bassitt, Chris,605135,OAK,FC,Cutter,-0.5,-2,436,18.3,89,0.31,0.512,0.371,22.9,13.5,22.6,0.296,0.554,0.377,41.7
Harper, Ryne,607560,WSH,CUKC,Curveball,-1.5,-5,355,62.6,88,0.205,0.346,0.281,22.2,21.6,16,0.219,0.328,0.28,26.7
Scott, Tanner,656945,BAL,FF,4-Seamer,0.7,3,469,45.4,88,0.206,0.338,0.334,23.3,18.2,19.5,0.244,0.419,0.37,44.4
