year,last_name, first_name,player_id,pitch_hand,api_pitch_type,n_pitches,release_speed,spin_rate,movement_inches,alan_active_spin_pct,active_spin,hawkeye_measured,movement_inferred,api_pitch_name,active_spin_formatted,hawkeye_measured_clock_minutes,movement_inferred_clock_minutes,diff_measured_inferred,diff2,diff_measured_inferred_minutes,hawkeye_measured_clock_hh,hawkeye_measured_clock_mm,movement_inferred_clock_hh,movement_inferred_clock_mm,diff_clock_hh,diff_clock_mm,hawkeye_measured_clock_label,movement_inferred_clock_label,diff_clock_label
,Gilbert, Logan,669302,R,FF,1298,95.3,2200,18.5,0.8775227082974921,0.9423490599895694,158.96353103521017,162.38666749848846,4-Seam Fastball,94,765,750,-3.423136463278297,3.423136463278297,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Giolito, Lucas,608337,R,FF,1292,93.8,2347,19.9,0.9310788363668698,0.9925783332374885,155.857548413299,159.52183483431614,4-Seam Fastball,99,765,765,-3.664286421017124,3.664286421017148,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Castillo, Luis,622491,R,FF,896,97.1,2327,16.9,0.8146925994858358,0.8708114077106934,127.15450756005899,135.8615325371798,4-Seam Fastball,87,105,90,-8.707024977120824,8.70702497712083,15,1,45,1,30,0,15,1:45,1:30,+0H 15M
,Andriese, Matt,542882,R,FF,373,92,2340,18.3,0.836382314272179,0.8530380894520833,146.1042108968123,156.96018677926315,4-Seam Fastball,85,75,765,-10.85597588245085,10.855975882450851,30,1,15,12,45,0,30,1:15,12:45,+0H 30M
,Kelly, Merrill,518876,R,FF,783,91.7,2358,16.8,0.7827551615217048,0.7997144636645519,142.80471967976797,153.5001089091286,4-Seam Fastball,80,75,60,-10.695389229360643,10.695389229360643,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Feliz, Michael,593140,R,FF,215,93.8,2179,18.7,0.8998452365404098,0.9563076803931548,163.51429234912973,169.26629251217628,4-Seam Fastball,96,750,735,-5.752000163046546,5.75200016304655,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Wacha, Michael,608379,R,FF,712,93.8,2091,19.4,0.9423926242826426,0.9849684128206285,153.8902031940705,158.4659212596365,4-Seam Fastball,98,765,765,-4.575718065566008,4.575718065566002,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Givens, Mychal,571710,R,FF,408,94.7,2527,14.9,0.717538769314745,0.7418640156148693,130.58196829336018,142.33917362938266,4-Seam Fastball,74,105,75,-11.75720533602248,11.75720533602247,30,1,45,1,15,0,30,1:45,1:15,+0H 30M
,Cortes, Nestor,641482,L,FF,652,90.7,2224,19,0.8879066449320356,0.9384494254314197,206.48060864588732,198.08555767477927,4-Seam Fastball,94,660,690,8.395050971108049,8.395050971108057,-30,11,0,11,30,0,30,11:00,11:30,-0H 30M
,Wittgren, Nick,621295,R,FF,574,92.5,2055,16.9,0.8328225180684147,0.9202891335753398,143.69383026769006,148.5724004238657,4-Seam Fastball,92,75,60,-4.878570156175641,4.878570156175638,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Campbell, Paul,669294,R,FF,209,92.7,2475,17.9,0.7970093608853718,0.7938127569180714,154.90853314362792,162.4644693391015,4-Seam Fastball,79,765,750,-7.555936195473578,7.555936195473581,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Bickford, Phil,641360,R,FF,498,93.9,2344,16.7,0.788949592080533,0.8618137766453579,155.07936870726192,165.7229730881186,4-Seam Fastball,86,765,750,-10.643604380856686,10.643604380856692,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Detwiler, Ross,446321,L,FF,293,91.9,2182,19.2,0.9133440299456749,0.9512070941239835,221.16382732519116,214.74316470328068,4-Seam Fastball,95,645,645,6.4206626219104805,6.420662621910479,0,10,45,10,45,0,0,10:45,10:45, 0H 00M
,Weathers, Ryan,677960,L,FF,692,94,2061,18,0.8972326302407512,0.98855463789654,229.016976602034,222.31312742288628,4-Seam Fastball,99,615,630,6.70384917914771,6.703849179147712,-15,10,15,10,30,0,15,10:15,10:30,-0H 15M
,Guenther, Sean,674944,L,FF,205,93,2233,16.5,0.8002060494649864,0.8537993253423629,211.2507859110256,201.6764529859802,4-Seam Fastball,85,660,675,9.574332925045383,9.574332925045367,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Ohtani, Shohei,660271,R,FF,891,95.6,2217,15.4,0.7389821698039017,0.8047828625959028,154.5887510010968,165.36975366990762,4-Seam Fastball,80,765,750,-10.781002668810828,10.78100266881081,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Rainey, Tanner,663432,R,FF,428,96.3,2400,19.6,0.9105822223942296,0.9366596511047148,148.9758230454635,153.83026896145313,4-Seam Fastball,94,60,765,-4.854445915989629,4.854445915989622,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Clarke, Taylor,664199,R,FF,402,95.5,2203,18.1,0.8984831618423118,0.9212749629078614,153.2976593891619,159.53515479347487,4-Seam Fastball,92,60,765,-6.237495404312966,6.237495404312964,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Gonsolin, Tony,664062,R,FF,432,93.8,2379,18.5,0.8705762922453663,0.9367688931062248,151.89862655391224,157.4747520761507,4-Seam Fastball,94,60,765,-5.5761255222384705,5.576125522238458,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Megill, Trevor,656730,R,FF,290,96.3,2426,16.6,0.7896093209859222,0.8323590373552386,161.5854720646073,162.79973362433293,4-Seam Fastball,83,750,750,-1.214261559725628,1.2142615597256219,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Rogers, Trevor,669432,L,FF,1247,94.6,2376,18.3,0.8455491294504716,0.8768517311895689,230.11748239893382,219.28920366816712,4-Seam Fastball,88,615,645,10.828278730766698,10.828278730766685,-30,10,15,10,45,0,30,10:15,10:45,-0H 30M
,Glasnow, Tyler,607192,R,FF,687,97,2423,16.9,0.7726934461954599,0.7580308722133579,166.60197966722677,173.81396041064667,4-Seam Fastball,76,750,735,-7.2119807434199,7.2119807434199,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Almonte, Yency,622075,R,FF,391,94.2,2094,12.9,0.694385262786165,0.8443805085652047,133.65879133570792,145.60562726969656,4-Seam Fastball,84,90,75,-11.946835933988638,11.946835933988636,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Ramirez, Yohan,670990,R,FF,232,95.4,2311,17.6,0.8321139650308524,0.8658316406190876,123.54550668432458,130.23284415444456,4-Seam Fastball,87,120,105,-6.687337470119985,6.687337470120001,15,2,0,1,45,0,15,2:00,1:45,+0H 15M
,Kikuchi, Yusei,579328,L,FF,912,95.1,2213,19.1,0.9028913376448722,0.9533940824985164,222.10741542450793,213.9740553738394,4-Seam Fastball,95,630,645,8.133360050668529,8.133360050668534,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,Thompson, Zach,605507,R,FF,326,92.2,2407,14.6,0.6671059759564084,0.7478987168346429,152.05321090699576,169.73957856441376,4-Seam Fastball,75,60,735,-17.686367657418003,17.68636765741801,45,1,0,12,15,0,45,1:00,12:15,+0H 45M
,Alzolay, Adbert,640470,R,FF,361,94,2295,18.2,0.857730000571725,0.9210697402419713,145.0480418949453,153.45767301784366,4-Seam Fastball,92,75,60,-8.409631122898361,8.409631122898364,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Machado, Andres,600921,R,FF,349,94.9,2104,17.1,0.8506206071307633,0.953352714926161,159.59854976684105,165.20944055911602,4-Seam Fastball,95,765,750,-5.610890792274972,5.610890792274967,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Castro, Anthony,621593,R,FF,233,95.2,2485,12.5,0.5702003808629688,0.571277356982421,145.6720032814437,165.6891185212717,4-Seam Fastball,57,75,750,-20.017115239828,20.01711523982802,45,1,15,12,30,0,45,1:15,12:30,+0H 45M
,Bradley, Archie,605151,R,FF,430,94,2128,18,0.8762053932521212,0.9463531899108603,144.5155101405082,150.95212872223456,4-Seam Fastball,95,75,60,-6.43661858172635,6.436618581726315,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Goudeau, Ashton,623485,R,FF,255,92.7,2058,17.1,0.8865197901746977,0.9751986875362845,150.9453809262245,156.77220155772014,4-Seam Fastball,98,60,765,-5.82682063149565,5.826820631495632,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Boxberger, Brad,502202,R,FF,569,93.5,2385,17.7,0.8313909730465645,0.9048442248579869,158.51594554042273,159.42053694384018,4-Seam Fastball,90,765,765,-0.9045914034174416,0.9045914034174397,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Bielak, Brandon,656232,R,FF,335,94,2421,15.6,0.7093402886638726,0.8093089572170081,151.82958988978484,159.4066071500696,4-Seam Fastball,81,60,765,-7.577017260284748,7.577017260284762,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Thielbar, Caleb,573204,L,FF,541,91.3,2309,19,0.8832801954607942,0.9058139619662392,196.22055436821907,188.56531784307597,4-Seam Fastball,91,690,705,7.655236525143096,7.655236525143114,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,Morton, Charlie,450203,R,FF,1072,95.5,2340,18,0.8627996305834196,0.9190430855908318,125.53198573594727,130.9765966644972,4-Seam Fastball,92,105,105,-5.444610928549935,5.444610928549942,0,1,45,1,45,0,0,1:45,1:45, 0H 00M
,Anderson, Chase,502624,R,FF,274,91.5,2125,18.1,0.8786519818294336,0.9422154207477489,159.40597370449822,159.3616928698724,4-Seam Fastball,94,765,765,0.04428083462582322,0.04428083462581662,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Stratton, Chris,608717,R,FF,663,93,2610,15.9,0.7155243104820723,0.7099062970574277,159.07521454519633,162.64910961577823,4-Seam Fastball,71,765,750,-3.573895070581898,3.5738950705818917,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Brogdon, Connor,641401,R,FF,414,96,2288,19.4,0.9221733235397375,0.9720606669964831,142.83410276542813,145.95315370863318,4-Seam Fastball,97,75,75,-3.1190509432050533,3.119050943205058,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Peterson, David,656849,L,FF,326,92.7,2068,17.8,0.8658033783492173,0.9499677096908132,223.28383539424084,217.3783361956232,4-Seam Fastball,95,630,645,5.905499198617633,5.905499198617655,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,Evans, Demarcus,663770,R,FF,315,91,2467,21.9,0.9916670497418002,0.9722673723314537,173.53495495805902,174.95727304474306,4-Seam Fastball,97,735,735,-1.4223180866840437,1.4223180866840528,0,12,15,12,15,0,0,12:15,12:15, 0H 00M
,Williams, Devin,642207,R,FF,328,95.3,2251,19.7,0.9552906711473984,0.9946246336869609,135.00078913239398,136.85187653121585,4-Seam Fastball,99,90,90,-1.8510873988218748,1.8510873988218712,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,Lamet, Dinelson,659275,R,FF,362,95.5,2430,16.8,0.784210939971235,0.9000427304550273,157.76592651623938,161.3139185821804,4-Seam Fastball,90,765,750,-3.547992065941031,3.547992065941022,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Rasmussen, Drew,656876,R,FF,780,97.1,2437,17.7,0.8186924293699138,0.9026018334597552,160.57820244920876,164.8675612056894,4-Seam Fastball,90,765,750,-4.289358756480652,4.289358756480676,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Montas, Frankie,593423,R,FF,876,96.4,2398,18.5,0.8514394922277161,0.9028149025902389,155.16293065776594,156.95874642196435,4-Seam Fastball,90,765,765,-1.7958157641984087,1.795815764198418,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Peralta, Freddy,642547,R,FF,1154,93.4,2370,17.6,0.8176800317875321,0.861150244490588,149.26488188996046,155.60982667218377,4-Seam Fastball,86,60,765,-6.344944782223308,6.344944782223295,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Wendelken, J.B.,605525,R,FF,377,94.2,2400,14.1,0.6551924628360385,0.7508642776056159,153.51470720475942,169.10922918391068,4-Seam Fastball,75,60,735,-15.594521979151267,15.594521979151272,45,1,0,12,15,0,45,1:00,12:15,+0H 45M
,Luzardo, Jesús,666200,L,FF,427,95.9,2289,20,0.9430726848485086,0.9846120669211933,225.87482605291348,222.25066687167873,4-Seam Fastball,98,630,630,3.624159181234745,3.6241591812347633,0,10,30,10,30,0,0,10:30,10:30, 0H 00M
,Berríos, José,621244,R,FF,802,94.1,2231,17.3,0.8272591969926654,0.9196579279678523,139.33236969158784,143.11613202633612,4-Seam Fastball,92,75,75,-3.7837623347482747,3.7837623347482734,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Quintana, José,500779,L,FF,494,91.5,2045,16.4,0.7962941666881238,0.8942327253244372,202.04387695290075,193.14355361499108,4-Seam Fastball,89,675,690,8.900323337909668,8.900323337909674,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,Kim, Kwang Hyun,547942,L,FF,721,89.1,2132,14.9,0.7153040642796761,0.8354904359085804,193.04616951793568,182.43525622237686,4-Seam Fastball,84,690,720,10.610913295558817,10.610913295558793,-30,11,30,12,0,0,30,11:30,12:00,-0H 30M
,Hendricks, Kyle,543294,R,FF,483,87.3,1936,16.2,0.8007024215181685,0.9375739472125343,148.05152710483225,153.72760034672254,4-Seam Fastball,94,60,60,-5.676073241890293,5.676073241890263,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Diplán, Marcos,650959,R,FF,319,93.7,2246,16.7,0.7899935193562365,0.8387973296207462,166.8172292705386,177.0523571497084,4-Seam Fastball,84,750,720,-10.235127879169795,10.235127879169784,30,12,30,12,0,0,30,12:30,12:00,+0H 30M
,Pérez, Martín,527048,L,FF,238,93.4,2108,18.9,0.9101613513319814,0.9730474440687488,224.26369732097305,217.81042015985906,4-Seam Fastball,97,630,645,6.453277161113988,6.453277161114013,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,Shoemaker, Matt,533167,R,FF,257,91.6,2229,18.4,0.8604417421599907,0.9319393064192798,143.5152031300074,149.9430416690486,4-Seam Fastball,93,75,60,-6.427838539041204,6.427838539041203,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Fulmer, Michael,605242,R,FF,207,95.5,2201,15.9,0.7676714502201656,0.8288240770920612,160.75816630892731,171.87529505578053,4-Seam Fastball,83,765,735,-11.117128746853211,11.117128746853208,30,12,45,12,15,0,30,12:45,12:15,+0H 30M
,Kopech, Michael,656629,R,FF,719,97.3,2585,20.8,0.9439142510610954,0.9634979128436709,148.31152304266448,150.69821858148623,4-Seam Fastball,96,60,60,-2.386695538821755,2.3866955388217503,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Pineda, Michael,501381,R,FF,919,90.6,1946,15.2,0.7558026193666126,0.8833083752898431,145.27492020267456,153.43840781384688,4-Seam Fastball,88,75,60,-8.163487611172314,8.16348761117233,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Eovaldi, Nathan,543135,R,FF,1230,96.8,2112,18.7,0.9137755221961523,0.9685578904493538,133.04411950580865,137.2134319452088,4-Seam Fastball,97,90,90,-4.169312439400159,4.169312439400165,0,1,30,1,30,0,0,1:30,1:30, 0H 00M
,Corbin, Patrick,571578,L,FF,762,92.3,2150,16.7,0.8066044190579296,0.8691820470655377,208.35161542961558,210.37038809643366,4-Seam Fastball,87,660,660,-2.01877266681808,2.0187726668180765,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Fairbanks, Pete,664126,R,FF,445,97.1,2397,17.7,0.8212276185435181,0.8249684296237909,174.86585490310208,185.06919691218417,4-Seam Fastball,82,735,705,-10.203342009082093,10.203342009082071,30,12,15,11,45,0,30,12:15,11:45,+0H 30M
,Johnson, Pierce,572955,R,FF,337,95.5,2232,19.6,0.9387320274189945,0.9826019284813288,138.68096075053586,143.1661720832924,4-Seam Fastball,98,90,75,-4.485211332756535,4.485211332756546,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Montero, Rafael,606160,R,FF,305,95.7,2268,16.6,0.7775997890868022,0.8674298447613136,140.481880033574,145.41417234844823,4-Seam Fastball,87,75,75,-4.932292314874246,4.932292314874251,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Suárez, Ranger,624133,L,FF,363,93.7,1933,13.8,0.7001611225329989,0.8484875586468749,222.9186102871507,214.17858842699889,4-Seam Fastball,85,630,645,8.740021860151813,8.740021860151797,-15,10,30,10,45,0,15,10:30,10:45,-0H 15M
,Stripling, Ross,548389,R,FF,853,91.9,2179,18.3,0.8692090992788701,0.9373680042493905,160.72442788788766,165.5837430395841,4-Seam Fastball,94,765,750,-4.85931515169645,4.859315151696421,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Doolittle, Sean,448281,L,FF,700,93.1,2262,19.9,0.9439630976305166,0.9888772981363826,195.19256808566902,190.90300291336823,4-Seam Fastball,99,690,705,4.289565172300797,4.289565172300797,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,Howard, Spencer,675921,R,FF,569,94.2,2146,18.4,0.9003787030977901,0.9631706088393523,150.48010734171837,154.89596354831497,4-Seam Fastball,96,60,765,-4.415856206596601,4.415856206596627,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Patton, Spencer,607359,R,FF,390,93.4,2036,18,0.8956030224432963,0.9644527239343836,140.64501494013848,146.2119185910962,4-Seam Fastball,96,75,75,-5.566903650957727,5.566903650957722,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Walker, Taijuan,592836,R,FF,894,94.6,2093,19.4,0.9347238500614631,0.9800753628077825,145.33766194046962,149.36393918240253,4-Seam Fastball,98,75,60,-4.026277241932917,4.026277241932924,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Widener, Taylor,642203,R,FF,805,92.6,2145,15.8,0.7781731234777945,0.8390926565823491,146.6749959040269,157.76843990260105,4-Seam Fastball,84,60,765,-11.093443998574145,11.093443998574116,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Santillan, Tony,663574,R,FF,360,95,2105,17.6,0.8798337538972949,0.9566344007774632,140.79253343807238,141.57208090460574,4-Seam Fastball,96,75,75,-0.7795474665333586,0.7795474665333469,0,1,15,1,15,0,0,1:15,1:15, 0H 00M
,Thornton, Trent,663423,R,FF,352,93.9,2331,16.8,0.7874153670604163,0.8545621170043668,159.62179136017826,168.37614701067375,4-Seam Fastball,85,765,750,-8.754355650495484,8.754355650495473,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Stephan, Trevor,663986,R,FF,721,96.2,2377,16.8,0.7895996465222224,0.8769803254963445,139.38957158642,146.33176221320812,4-Seam Fastball,88,75,60,-6.942190626788118,6.942190626788129,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Anderson, Tyler,542881,L,FF,945,90.6,2294,20,0.9289590330966236,0.9826830834540293,210.57101056211707,207.76299471202503,4-Seam Fastball,98,660,660,2.8080158500920334,2.808015850092029,0,11,0,11,0,0,0,11:00,11:00, 0H 00M
,Buehler, Walker,621111,R,FF,1395,95.3,2471,17.8,0.8320507966306131,0.8653791047574872,165.37436608845812,169.8222189560081,4-Seam Fastball,87,750,735,-4.447852867549983,4.447852867549986,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Petit, Yusmeiro,433589,R,FF,490,87.6,2136,18,0.8434620164819574,0.8972220879432259,157.1436505952975,163.14579117861837,4-Seam Fastball,90,765,750,-6.00214058332088,6.0021405833208785,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Wainwright, Adam,425794,R,FF,283,89,2229,14,0.6651642020123802,0.7712931709955603,161.98874932707733,171.9888471833016,4-Seam Fastball,77,750,735,-10.000097856224272,10.000097856224267,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Wells, Alexander,649144,L,FF,380,88.5,2147,19.5,0.9166797955879867,0.9764404064735133,208.39658816067217,204.9634021323346,4-Seam Fastball,98,660,675,3.433186028337559,3.4331860283375644,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Chapman, Aroldis,547973,L,FF,568,98.3,2373,18.2,0.8527630640626264,0.8841670492740363,202.2257137030099,193.6271673392781,4-Seam Fastball,88,675,690,8.5985463637318,8.5985463637318,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,Garrett, Braxton,666129,L,FF,203,90.3,2187,18.2,0.8529505468764306,0.9108750805631569,201.336427841005,195.61608602473208,4-Seam Fastball,91,675,690,5.7203418162729065,5.720341816272896,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,Carrasco, Carlos,471911,R,FF,351,93.4,2260,16.1,0.7622378898840744,0.8260420428769212,139.44519013271665,152.93725380241972,4-Seam Fastball,83,75,60,-13.492063669703072,13.492063669703077,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Estévez, Carlos,608032,R,FF,662,97.1,2163,16.5,0.8909164933567527,0.9870985846261972,146.07681865743837,147.38547969180843,4-Seam Fastball,99,75,60,-1.3086610343700613,1.3086610343700835,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Kershaw, Clayton,477132,L,FF,648,90.6,2501,18.9,0.8482975194823735,0.8360930686417146,183.69215159555114,177.78651062610578,4-Seam Fastball,84,720,720,5.905640969445358,5.90564096944533,0,12,0,12,0,0,0,12:00,12:00, 0H 00M
,Javier, Cristian,664299,R,FF,1051,93.5,2343,19.3,0.8908173628516282,0.9412706654396376,157.66146530348007,154.4793237571101,4-Seam Fastball,94,765,765,3.1821415463699623,3.1821415463699543,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Germán, Domingo,593334,R,FF,454,93.4,2482,17.9,0.8034797566592569,0.8221380182627362,136.7417066802929,148.55275439724412,4-Seam Fastball,82,90,60,-11.811047716951208,11.81104771695119,30,1,30,1,0,0,30,1:30,1:00,+0H 30M
,Crochet, Garrett,676979,L,FF,585,96.7,2331,18,0.8536550380061755,0.9540714395867793,199.4538503643338,195.17836816693273,4-Seam Fastball,95,675,690,4.275482197401061,4.275482197401033,-15,11,15,11,30,0,15,11:15,11:30,-0H 15M
,Canning, Griffin,656288,R,FF,435,93.5,2265,20.8,0.9651321567836566,0.9834402764089843,151.6372143958678,152.15905284163279,4-Seam Fastball,98,60,60,-0.5218384457649847,0.5218384457650035,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Yang, Hyeon-Jong,660365,L,FF,271,89.9,2168,17.1,0.8058072170896575,0.8722680045135529,195.12543044478406,185.2911209099863,4-Seam Fastball,87,690,705,9.834309534797768,9.83430953479779,-15,11,30,11,45,0,15,11:30,11:45,-0H 15M
,Feyereisen, J.P.,656420,R,FF,499,93.1,2491,21.2,0.9505952940753234,0.9386458433624301,161.87536739426278,164.52417314730374,4-Seam Fastball,94,750,750,-2.6488057530409606,2.648805753040973,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Karinchak, James,675916,R,FF,686,95.9,2309,18.2,0.8612674206736088,0.9514139861408171,159.3501460270024,163.61057394342444,4-Seam Fastball,95,765,750,-4.260427916422032,4.260427916422021,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Taillon, Jameson,592791,R,FF,1170,93.9,2419,17.7,0.8089830150550331,0.8377332152425109,159.0287893995119,168.66648770764294,4-Seam Fastball,84,765,750,-9.637698308131036,9.63769830813101,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,García, Jarlín,606424,L,FF,449,93.2,2208,20.4,0.9644709340546894,0.9913886999630704,228.21165080936504,233.26670421211966,4-Seam Fastball,99,630,615,-5.0550534027546234,5.05505340275458,15,10,30,10,15,0,15,10:30,10:15,+0H 15M
,Springs, Jeffrey,605488,L,FF,315,93.4,2284,20.9,0.9686399207424098,0.9872537001681893,219.1503443773015,213.27459612928567,4-Seam Fastball,99,645,660,5.875748248015839,5.875748248015861,-15,10,45,11,0,0,15,10:45,11:00,-0H 15M
,Rodriguez, Jefry,622446,R,FF,212,94.7,2362,18.1,0.8399420921087843,0.8942812643485432,150.41966725477354,156.18791779860516,4-Seam Fastball,89,60,765,-5.768250543831613,5.768250543831619,15,1,0,12,45,0,15,1:00,12:45,+0H 15M
,Holloway, Jordan,656548,R,FF,220,95.4,2183,17,0.8199873899714644,0.8798679106021273,167.5505818852713,170.6035563407737,4-Seam Fastball,88,750,735,-3.052974455502408,3.0529744555023925,15,12,30,12,15,0,15,12:30,12:15,+0H 15M
,Thompson, Keegan,624522,R,FF,459,93.9,2364,16.2,0.7588596662173148,0.8318408067058417,156.89232615042772,156.96215966985682,4-Seam Fastball,83,765,765,-0.06983351942909621,0.06983351942910812,0,12,45,12,45,0,0,12:45,12:45, 0H 00M
,Funkhouser, Kyle,608335,R,FF,257,95.8,2162,16.4,0.8078242678901368,0.9081996239194539,143.40591262456232,152.56609939457115,4-Seam Fastball,91,75,60,-9.160186770008835,9.16018677000882,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,Gilbreath, Lucas,656458,L,FF,460,93.3,2427,14.6,0.7323046336252128,0.8509139569049058,187.16831713669754,180.28633714195067,4-Seam Fastball,85,705,720,6.881979994746871,6.8819799947468665,-15,11,45,12,0,0,15,11:45,12:00,-0H 15M
,Iglesias, Raisel,628452,R,FF,365,96.3,2351,18.8,0.8794872623767673,0.9099871359019298,141.81616544147133,146.84203337715647,4-Seam Fastball,91,75,60,-5.025867935685142,5.02586793568513,15,1,15,1,0,0,15,1:15,1:00,+0H 15M
,López, Reynaldo,625643,R,FF,542,95.8,2224,18.3,0.8924346380159366,0.9594383529169693,153.63914403560892,153.22694963763314,4-Seam Fastball,96,60,60,0.4121943979757816,0.41219439797575674,0,1,0,1,0,0,0,1:00,1:00, 0H 00M
,Alcantara, Sandy,645261,R,FF,667,98.1,2239,17.2,0.8360559382854782,0.9057865703016771,131.72295542952753,139.75311801299375,4-Seam Fastball,91,90,75,-8.030162583466222,8.030162583466227,15,1,30,1,15,0,15,1:30,1:15,+0H 15M
,Reid-Foley, Sean,656887,R,FF,233,93.7,2139,17.7,0.847925076960979,0.91129885420358,155.55061921476224,162.57626550581898,4-Seam Fastball,91,765,750,-7.025646291056745,7.025646291056712,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Armstrong, Shawn,542888,R,FF,376,93.9,2460,16.2,0.7293942723982797,0.7666005483096743,158.467263137206,166.67375036107492,4-Seam Fastball,77,765,750,-8.206487223868919,8.206487223868912,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
,Watkins, Spenser,657093,R,FF,449,90.8,2236,17.2,0.8059602321070575,0.8925697773312057,171.20572958312601,179.16749677835463,4-Seam Fastball,89,735,720,-7.961767195228617,7.961767195228608,15,12,15,12,0,0,15,12:15,12:00,+0H 15M
,Richards, Trevor,670950,R,FF,589,92.7,2179,20.1,0.9638556647515678,0.9944188002341807,162.29394610396895,162.51878852722237,4-Seam Fastball,99,750,750,-0.22484242325342052,0.22484242325340814,0,12,30,12,30,0,0,12:30,12:30, 0H 00M
,Williams, Trevor,592866,R,FF,740,91.5,2221,12.6,0.5992811424003749,0.7159474403888009,149.6723533551749,162.25250806753039,4-Seam Fastball,72,60,750,-12.580154712355494,12.58015471235548,30,1,0,12,30,0,30,1:00,12:30,+0H 30M
,Alexander, Tyler,641302,L,FF,243,90.5,2188,17.4,0.830024117581161,0.9025445189098429,212.38837927804872,205.1526557439991,4-Seam Fastball,90,660,675,7.235723534049612,7.235723534049628,-15,11,0,11,15,0,15,11:00,11:15,-0H 15M
,Velasquez, Vince,592826,R,FF,874,93.2,2370,18.2,0.8412639166668682,0.8568354675600669,157.53204672688537,168.0243757700979,4-Seam Fastball,86,765,750,-10.492329043212521,10.492329043212525,15,12,45,12,30,0,15,12:45,12:30,+0H 15M
